bin,binSize,median,timestamp,article,level,change
76,7,72,20161213,Aaron_Judge,1,false
77,7,74,20161220,Aaron_Judge,1,false
78,7,71,20161227,Aaron_Judge,1,false
79,7,83,20170103,Aaron_Judge,1,false
80,7,74,20170110,Aaron_Judge,1,false
81,7,74,20170117,Aaron_Judge,1,false
82,7,69,20170124,Aaron_Judge,1,false
83,7,91,20170131,Aaron_Judge,1,false
84,7,154,20170207,Aaron_Judge,2,true
85,7,125,20170214,Aaron_Judge,2,false
86,7,1076,20170221,Aaron_Judge,3,true
87,7,586,20170228,Aaron_Judge,3,false
88,7,306,20170307,Aaron_Judge,3,false
89,7,212,20170315,Aaron_Judge,3,false
90,7,298,20170322,Aaron_Judge,3,false
91,7,1313,20170329,Aaron_Judge,4,true
92,7,1801,20170405,Aaron_Judge,4,false
93,7,4554,20170412,Aaron_Judge,4,false
94,7,4227,20170419,Aaron_Judge,4,false
95,7,13782,20170426,Aaron_Judge,4,false
96,7,31640,20170503,Aaron_Judge,4,false
97,7,10289,20170510,Aaron_Judge,4,false
98,7,8707,20170517,Aaron_Judge,4,false
99,7,10112,20170524,Aaron_Judge,4,false
100,7,11633,20170531,Aaron_Judge,4,false
101,7,20839,20170607,Aaron_Judge,4,false
102,7,18601,20170614,Aaron_Judge,4,false
103,7,10438,20170621,Aaron_Judge,4,false
104,7,14210,20170628,Aaron_Judge,4,false
105,7,32771,20170705,Aaron_Judge,4,false
106,7,31940,20170712,Aaron_Judge,4,false
107,7,7462,20170719,Aaron_Judge,4,false
108,7,7999,20170726,Aaron_Judge,4,false
109,7,5017,20170802,Aaron_Judge,4,false
110,7,5832,20170809,Aaron_Judge,4,false
111,7,6620,20170816,Aaron_Judge,4,false
112,7,2956,20170823,Aaron_Judge,4,false
113,7,3061,20170830,Aaron_Judge,4,false
114,7,2152,20170906,Aaron_Judge,4,false
115,7,2303,20170913,Aaron_Judge,4,false
116,7,5069,20170920,Aaron_Judge,4,false
117,7,8685,20170927,Aaron_Judge,4,false
118,7,37684,20171004,Aaron_Judge,4,false
119,7,9320,20171011,Aaron_Judge,4,false
120,7,28121,20171018,Aaron_Judge,4,false
121,7,4428,20171025,Aaron_Judge,4,false
122,7,1890,20171101,Aaron_Judge,4,false
123,7,2541,20171107,Aaron_Judge,4,false
124,7,3917,20171114,Aaron_Judge,4,false
125,7,1390,20171121,Aaron_Judge,4,false
126,7,1084,20171128,Aaron_Judge,4,false
127,7,1162,20171205,Aaron_Judge,4,false
128,7,1886,20171212,Aaron_Judge,4,false
129,7,975,20171219,Aaron_Judge,4,false
130,7,960,20171226,Aaron_Judge,4,false
131,7,833,20180102,Aaron_Judge,4,false
132,7,885,20180109,Aaron_Judge,4,false
133,7,849,20180116,Aaron_Judge,4,false
134,7,902,20180123,Aaron_Judge,4,false
135,7,940,20180130,Aaron_Judge,4,false
136,7,898,20180206,Aaron_Judge,4,false
137,7,1147,20180213,Aaron_Judge,4,false
138,7,1455,20180220,Aaron_Judge,4,false
139,7,1577,20180227,Aaron_Judge,4,false
140,7,1497,20180306,Aaron_Judge,4,false
141,7,1426,20180314,Aaron_Judge,4,false
142,7,1874,20180321,Aaron_Judge,4,false
143,7,7479,20180328,Aaron_Judge,4,false
144,7,4504,20180404,Aaron_Judge,4,false
145,7,4625,20180411,Aaron_Judge,4,false
146,7,4702,20180418,Aaron_Judge,4,false
147,7,4427,20180425,Aaron_Judge,4,false
148,7,3586,20180502,Aaron_Judge,4,false
149,7,6435,20180509,Aaron_Judge,4,false
150,7,2678,20180516,Aaron_Judge,4,false
151,7,5035,20180523,Aaron_Judge,4,false
152,7,4112,20180530,Aaron_Judge,4,false
153,7,3405,20180606,Aaron_Judge,4,false
154,7,3102,20180613,Aaron_Judge,4,false
155,7,2590,20180620,Aaron_Judge,4,false
156,7,5825,20180627,Aaron_Judge,4,false
157,7,4062,20180704,Aaron_Judge,4,false
158,7,3705,20180711,Aaron_Judge,4,false
159,7,3569,20180718,Aaron_Judge,4,false
160,7,2429,20180725,Aaron_Judge,4,false
161,7,2119,20180801,Aaron_Judge,4,false
162,7,1776,20180808,Aaron_Judge,4,false
163,7,1395,20180815,Aaron_Judge,4,false
164,7,1332,20180822,Aaron_Judge,4,false
165,7,1690,20180829,Aaron_Judge,4,false
166,7,993,20180905,Aaron_Judge,4,false
167,7,949,20180912,Aaron_Judge,4,false
0,7,61,20150701,Abby_and_Brittany_Hensel,1,false
1,7,75,20150708,Abby_and_Brittany_Hensel,1,false
2,7,76,20150715,Abby_and_Brittany_Hensel,1,false
3,7,61,20150722,Abby_and_Brittany_Hensel,1,false
4,7,57,20150729,Abby_and_Brittany_Hensel,1,false
5,7,89,20150805,Abby_and_Brittany_Hensel,1,false
6,7,92,20150812,Abby_and_Brittany_Hensel,1,false
7,7,85,20150819,Abby_and_Brittany_Hensel,1,false
8,7,96,20150826,Abby_and_Brittany_Hensel,1,false
9,7,87,20150902,Abby_and_Brittany_Hensel,1,false
10,7,97,20150909,Abby_and_Brittany_Hensel,1,false
11,7,107,20150916,Abby_and_Brittany_Hensel,1,false
12,7,69,20150923,Abby_and_Brittany_Hensel,1,false
13,7,62,20150930,Abby_and_Brittany_Hensel,1,false
14,7,132,20151007,Abby_and_Brittany_Hensel,1,false
15,7,103,20151014,Abby_and_Brittany_Hensel,1,false
16,7,113,20151021,Abby_and_Brittany_Hensel,1,false
17,7,102,20151028,Abby_and_Brittany_Hensel,1,false
18,7,122,20151103,Abby_and_Brittany_Hensel,1,false
19,7,118,20151110,Abby_and_Brittany_Hensel,1,false
20,7,98,20151117,Abby_and_Brittany_Hensel,1,false
21,7,85,20151124,Abby_and_Brittany_Hensel,1,false
22,7,72,20151201,Abby_and_Brittany_Hensel,1,false
23,7,75,20151208,Abby_and_Brittany_Hensel,1,false
24,7,2104,20151215,Abby_and_Brittany_Hensel,5,true
25,7,1934,20151222,Abby_and_Brittany_Hensel,5,false
26,7,2024,20151229,Abby_and_Brittany_Hensel,5,false
27,7,1636,20160105,Abby_and_Brittany_Hensel,5,false
28,7,1652,20160112,Abby_and_Brittany_Hensel,5,false
29,7,1776,20160119,Abby_and_Brittany_Hensel,5,false
30,7,3349,20160126,Abby_and_Brittany_Hensel,5,false
31,7,2462,20160202,Abby_and_Brittany_Hensel,5,false
32,7,1647,20160209,Abby_and_Brittany_Hensel,5,false
33,7,1620,20160216,Abby_and_Brittany_Hensel,5,false
34,7,1542,20160223,Abby_and_Brittany_Hensel,5,false
35,7,1668,20160301,Abby_and_Brittany_Hensel,5,false
36,7,1826,20160308,Abby_and_Brittany_Hensel,5,false
37,7,1720,20160316,Abby_and_Brittany_Hensel,5,false
38,7,1677,20160323,Abby_and_Brittany_Hensel,5,false
39,7,1922,20160330,Abby_and_Brittany_Hensel,5,false
40,7,1847,20160406,Abby_and_Brittany_Hensel,5,false
41,7,1552,20160413,Abby_and_Brittany_Hensel,5,false
42,7,1578,20160420,Abby_and_Brittany_Hensel,5,false
43,7,1690,20160427,Abby_and_Brittany_Hensel,5,false
44,7,1864,20160504,Abby_and_Brittany_Hensel,5,false
45,7,1735,20160511,Abby_and_Brittany_Hensel,5,false
46,7,1730,20160518,Abby_and_Brittany_Hensel,5,false
47,7,2011,20160525,Abby_and_Brittany_Hensel,5,false
48,7,1854,20160601,Abby_and_Brittany_Hensel,5,false
49,7,1511,20160608,Abby_and_Brittany_Hensel,5,false
50,7,1323,20160615,Abby_and_Brittany_Hensel,5,false
51,7,1530,20160622,Abby_and_Brittany_Hensel,5,false
52,7,1554,20160629,Abby_and_Brittany_Hensel,5,false
53,7,1460,20160706,Abby_and_Brittany_Hensel,5,false
54,7,1431,20160713,Abby_and_Brittany_Hensel,5,false
55,7,1486,20160720,Abby_and_Brittany_Hensel,5,false
56,7,1681,20160727,Abby_and_Brittany_Hensel,5,false
57,7,1717,20160803,Abby_and_Brittany_Hensel,5,false
58,7,2151,20160810,Abby_and_Brittany_Hensel,5,false
59,7,1711,20160817,Abby_and_Brittany_Hensel,5,false
60,7,1849,20160824,Abby_and_Brittany_Hensel,5,false
61,7,1777,20160831,Abby_and_Brittany_Hensel,5,false
62,7,1448,20160907,Abby_and_Brittany_Hensel,5,false
63,7,1515,20160914,Abby_and_Brittany_Hensel,5,false
64,7,1568,20160921,Abby_and_Brittany_Hensel,5,false
65,7,1694,20160928,Abby_and_Brittany_Hensel,5,false
66,7,2178,20161005,Abby_and_Brittany_Hensel,5,false
67,7,10428,20161012,Abby_and_Brittany_Hensel,5,false
68,7,7137,20161019,Abby_and_Brittany_Hensel,5,false
69,7,3894,20161026,Abby_and_Brittany_Hensel,5,false
70,7,2773,20161102,Abby_and_Brittany_Hensel,5,false
71,7,2279,20161108,Abby_and_Brittany_Hensel,5,false
72,7,2319,20161115,Abby_and_Brittany_Hensel,5,false
73,7,3457,20161122,Abby_and_Brittany_Hensel,5,false
74,7,2487,20161129,Abby_and_Brittany_Hensel,5,false
75,7,2569,20161206,Abby_and_Brittany_Hensel,5,false
76,7,2356,20161213,Abby_and_Brittany_Hensel,5,false
77,7,2743,20161220,Abby_and_Brittany_Hensel,5,false
78,7,2939,20161227,Abby_and_Brittany_Hensel,5,false
79,7,2593,20170103,Abby_and_Brittany_Hensel,5,false
80,7,2970,20170110,Abby_and_Brittany_Hensel,5,false
81,7,2244,20170117,Abby_and_Brittany_Hensel,5,false
82,7,1731,20170124,Abby_and_Brittany_Hensel,5,false
83,7,1884,20170131,Abby_and_Brittany_Hensel,5,false
84,7,2006,20170207,Abby_and_Brittany_Hensel,5,false
85,7,1905,20170214,Abby_and_Brittany_Hensel,5,false
86,7,1953,20170221,Abby_and_Brittany_Hensel,5,false
87,7,2971,20170228,Abby_and_Brittany_Hensel,5,false
88,7,1915,20170307,Abby_and_Brittany_Hensel,5,false
89,7,2150,20170315,Abby_and_Brittany_Hensel,5,false
90,7,2271,20170322,Abby_and_Brittany_Hensel,5,false
91,7,3605,20170329,Abby_and_Brittany_Hensel,5,false
92,7,3555,20170405,Abby_and_Brittany_Hensel,5,false
93,7,2671,20170412,Abby_and_Brittany_Hensel,5,false
94,7,2509,20170419,Abby_and_Brittany_Hensel,5,false
95,7,1593,20170426,Abby_and_Brittany_Hensel,5,false
96,7,1826,20170503,Abby_and_Brittany_Hensel,5,false
97,7,1938,20170510,Abby_and_Brittany_Hensel,5,false
98,7,1257,20170517,Abby_and_Brittany_Hensel,5,false
99,7,1398,20170524,Abby_and_Brittany_Hensel,5,false
100,7,1178,20170531,Abby_and_Brittany_Hensel,5,false
101,7,1078,20170607,Abby_and_Brittany_Hensel,5,false
102,7,1272,20170614,Abby_and_Brittany_Hensel,5,false
103,7,1948,20170621,Abby_and_Brittany_Hensel,5,false
104,7,1876,20170628,Abby_and_Brittany_Hensel,5,false
105,7,1186,20170705,Abby_and_Brittany_Hensel,5,false
106,7,1711,20170712,Abby_and_Brittany_Hensel,5,false
107,7,2073,20170719,Abby_and_Brittany_Hensel,5,false
108,7,3870,20170726,Abby_and_Brittany_Hensel,5,false
109,7,1925,20170802,Abby_and_Brittany_Hensel,5,false
110,7,2219,20170809,Abby_and_Brittany_Hensel,5,false
111,7,2671,20170816,Abby_and_Brittany_Hensel,5,false
112,7,1886,20170823,Abby_and_Brittany_Hensel,5,false
113,7,2335,20170830,Abby_and_Brittany_Hensel,5,false
114,7,2069,20170906,Abby_and_Brittany_Hensel,5,false
